Class,Subclass_1,Subclass_2,Subclass_3,Subclass_4,KEGG
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09233
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11632
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09234
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C06539
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C06540
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C02074
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09240
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C00780
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09241
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C06522
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C16724
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11691
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C03470
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09239
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11635
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C03309
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09274
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09244
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C04578
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11642
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11643
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11675
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C12179
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09246
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C00398
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C06213
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C08302
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C08309
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11634
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11633
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C07201
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11641
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09251
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C07204
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C01626
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C01091
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C02673
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11807
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09255
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C01761
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C11808
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Indole alkaloids,none,C09256
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10635
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10637
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10639
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10642
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C09187
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10677
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10687
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10688
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10733
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10656
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C09238
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10742
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10743
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinazoline alkaloids,none,C10744
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10629
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10631
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10634
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C09032
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10641
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10660
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10697
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10647
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10648
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10649
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10652
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C01897
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10654
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C11379
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C06528
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10655
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10661
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10662
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10663
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10665
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10670
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10676
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10678
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10679
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10731
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10683
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10686
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10689
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10691
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10692
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10694
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C16641
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10699
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10701
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10703
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10705
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10710
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10711
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10713
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10714
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10716
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10718
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10727
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10732
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10734
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10735
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C06527
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C07344
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10696
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10736
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10740
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10741
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Quinoline alkaloids,none,C10745
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Pyrroloindole alkaloids,none,C09133
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Pyrroloindole alkaloids,none,C09170
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Pyrroloindole alkaloids,none,C09176
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Pyrroloindole alkaloids,none,C06535
Phytochemical_compounds,Alkaloids,Alkaloids derived from tryptophan and anthranilic acid,Pyrroloindole alkaloids,none,C09232
Phytochemical_compounds,Alkaloids,Alkaloids derived from histidine,Imidazole alkaloids,none,C16696
Phytochemical_compounds,Alkaloids,Alkaloids derived from histidine,Imidazole alkaloids,none,C07474
Phytochemical_compounds,Alkaloids,Alkaloids derived from histidine,Imidazole alkaloids,none,C10610
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Acetate derived alkaloids,none,C10138
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Acetate derived alkaloids,none,C06523
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Acetate derived alkaloids,none,C10159
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Acetate derived alkaloids,none,C10165
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Acetate derived alkaloids,none,C09335
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Acetate derived alkaloids,none,C12340
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Acetate derived alkaloids,none,C12339
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Acetate derived alkaloids,none,C12336
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Acetate derived alkaloids,none,C12337
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Acetate derived alkaloids,none,C12338
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Phenylalanine derived alkaloids,none,C08300
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Phenylalanine derived alkaloids,none,C08301
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Phenylalanine derived alkaloids,none,C01575
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Phenylalanine derived alkaloids,none,C02765
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08655
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C19990
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C06091
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08654
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08656
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08657
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08658
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08660
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08661
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08662
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08669
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08670
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08667
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08671
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08672
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08674
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08675
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08676
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08677
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08678
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08679
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08680
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08681
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08682
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08683
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08684
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08685
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08687
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08688
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08659
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08689
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08690
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08691
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08692
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08693
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08694
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08695
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08696
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08697
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08698
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08699
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08700
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08701
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08702
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08673
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08704
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08705
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08668
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08706
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08707
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08708
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08709
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08710
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08711
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08712
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08713
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08714
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C08715
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Terpenoid alkaloids,none,C06092
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C06543
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C06545
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10795
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10796
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10797
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10798
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10799
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10801
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10803
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10806
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10807
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10808
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10810
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10811
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10813
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10814
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10830
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10815
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10816
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10817
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10818
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10819
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10820
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10821
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10822
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10824
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10825
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10826
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10827
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10828
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10829
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C06544
Phytochemical_compounds,Alkaloids,Alkaloids derived by amination reactions,Steroid alkaloids,none,C10831
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C07481
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C16359
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C16355
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C16356
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C16360
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C16361
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C07130
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C07480
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C00385
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C00262
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C16358
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C16357
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C16353
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C13747
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C01762
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C00655
Phytochemical_compounds,Alkaloids,Others,Purine alkaloids,none,C16352
Phytochemical_compounds,Alkaloids,Others,Others,none,C10570
Phytochemical_compounds,Alkaloids,Others,Others,none,C10573
Phytochemical_compounds,Alkaloids,Others,Others,none,C12227
Phytochemical_compounds,Alkaloids,Others,Others,none,C10596
Phytochemical_compounds,Flavonoids,Flavonoids,Aurones,none,C08576
Phytochemical_compounds,Flavonoids,Flavonoids,Aurones,none,C16409
Phytochemical_compounds,Flavonoids,Flavonoids,Aurones,none,C08577
Phytochemical_compounds,Flavonoids,Flavonoids,Aurones,none,C16410
Phytochemical_compounds,Flavonoids,Flavonoids,Aurones,none,C08644
Phytochemical_compounds,Flavonoids,Flavonoids,Aurones,none,C08651
Phytochemical_compounds,Flavonoids,Flavonoids,Aurones,none,C08720
Phytochemical_compounds,Flavonoids,Flavonoids,Aurones,none,C08722
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C08573
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C08578
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C08649
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C08598
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C15525
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C16405
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C08648
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C08650
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C06561
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C08724
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C15531
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C16404
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C16408
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C16407
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C16417
Phytochemical_compounds,Flavonoids,Flavonoids,Chalcones,none,C16416
Phytochemical_compounds,Flavonoids,Flavonoids,Dihydrochalcones,none,C09471
Phytochemical_compounds,Flavonoids,Flavonoids,Dihydrochalcones,none,C09618
Phytochemical_compounds,Flavonoids,Flavonoids,Dihydrochalcones,none,C09644
Phytochemical_compounds,Flavonoids,Flavonoids,Dihydrochalcones,none,C09754
Phytochemical_compounds,Flavonoids,Flavonoids,Dihydrochalcones,none,C09807
Phytochemical_compounds,Flavonoids,Flavonoids,Dihydrochalcones,none,C09774
Phytochemical_compounds,Flavonoids,Flavonoids,Dihydrochalcones,none,C00774
