Class,Subclass_1,Subclass_2,Subclass_3,Subclass_4,KEGG
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Cembrane diterpenoids,C09140
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Casbane diterpenoids,C01414
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Lathyrane diterpenoids,C09125
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Tigliane and ingenane diterpenoids,C09155
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Tigliane and ingenane diterpenoids,C03019
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Tigliane and ingenane diterpenoids,C03634
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Tigliane and ingenane diterpenoids,C05151
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Tigliane and ingenane diterpenoids,C09086
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Tigliane and ingenane diterpenoids,C09157
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Tigliane and ingenane diterpenoids,C09143
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Fusicoccane diterpenoids,C09093
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Taxane and abeotaxane diterpenoids,C07394
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Taxane and abeotaxane diterpenoids,C11894
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Taxane and abeotaxane diterpenoids,C11895
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Taxane and abeotaxane diterpenoids,C11896
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Taxane and abeotaxane diterpenoids,C11897
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Taxane and abeotaxane diterpenoids,C11898
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Pachydictyane and cneorubin diterpenoids,C09057
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Ginkgolides and Bilobalides,C07601
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Ginkgolides and Bilobalides,C07602
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Ginkgolides and Bilobalides,C07603
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Ginkgolides and Bilobalides,C07604
Lipids,Prenol Lipids,Isoprenoids,C20 isoprenoids (diterpenes),Ginkgolides and Bilobalides,C11875
Lipids,Prenol Lipids,Isoprenoids,C25 isoprenoids (sesterterpenes),Acyclic sesterterpenoids,C04217
Lipids,Prenol Lipids,Isoprenoids,C25 isoprenoids (sesterterpenes),Acyclic sesterterpenoids,C17435
Lipids,Prenol Lipids,Isoprenoids,C25 isoprenoids (sesterterpenes),Cheilanthane and ophiobolane sesterterpenoids,C09145
Lipids,Prenol Lipids,Isoprenoids,C25 isoprenoids (sesterterpenes),Cheilanthane and ophiobolane sesterterpenoids,C16818
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Acyclic triterpenoids,C00751
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Acyclic triterpenoids,C01054
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Acyclic triterpenoids,C03428
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Prostostane and fusidane triterpenoids,C06694
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Dammarane triterpenoids,C08621
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Tirucallane/euphane triterpenoids,C08624
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Apotirucallane triterpenoids,C08748
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Apotirucallane triterpenoids,C11047
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Nortriterpenoids,C08778
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Nortriterpenoids,C08771
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Baccharane triterpenoids,C08628
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Baccharane triterpenoids,C08630
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Lupane triterpenoids,C08616
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Oleanane triterpenoids,C17148
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Oleanane triterpenoids,C08950
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Oleanane triterpenoids,C08952
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Oleanane triterpenoids,C08932
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Oleanane triterpenoids,C02284
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),"Taraxerane, multiflorane, glutinane and friedelane triterpenoids",C08637
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Pachysanane triterpenoids,C08615
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),"Taraxastane, ursane and bauerane triterpenoids",C08988
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),"Taraxastane, ursane and bauerane triterpenoids",C08636
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),"Neohopane, fernane, adianane and filicane triterpenoids",C16958
Lipids,Prenol Lipids,Isoprenoids,C30 isoprenoids (triterpenes),Arborinane and stictane triterpenoids,C06083
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C02094
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C05433
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C05430
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08586
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16276
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C05435
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C05434
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08587
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08590
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C14146
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15857
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15859
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15861
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15864
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15907
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16291
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C06098
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08609
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15956
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15957
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15958
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15959
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15963
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15964
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15968
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15969
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15983
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15984
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08580
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16486
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08593
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08610
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08601
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08602
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08585
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C07599
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08592
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15965
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15966
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08606
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C13431
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C05414
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C05431
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15867
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08613
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15967
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15928
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16284
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15892
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C19795
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15874
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15900
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15898
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15903
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15905
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15881
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15943
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16340
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16144
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16145
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16282
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15877
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15886
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15878
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15879
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15887
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15888
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15895
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15902
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15884
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15885
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15908
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15910
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15911
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15914
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15917
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16347
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15919
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15933
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15932
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16274
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C16275
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08607
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08582
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08608
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C03427
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C04146
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C05413
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C05421
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C05432
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15858
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08579
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08583
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08584
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C15981
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08591
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08594
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08596
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08599
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08603
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08605
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08611
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C08614
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C13433
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C06734
Lipids,Prenol Lipids,Isoprenoids,C40 isoprenoids (tetraterpenes),none,C06733
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C00473
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C16682
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C00899
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C15492
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C16683
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C00376
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C05918
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C16681
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C02110
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C05919
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C00777
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C15493
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C16678
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C16677
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C16679
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C16680
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C02075
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C04680
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C02588
Lipids,Prenol Lipids,Isoprenoids,Retinoids,none,C03455
Lipids,Prenol Lipids,Polyprenols,Bactoprenols,none,C01968
Lipids,Prenol Lipids,Polyprenols,Bactoprenols,none,C03115
Lipids,Prenol Lipids,Polyprenols,Bactoprenol monophosphates,none,C00348
Lipids,Prenol Lipids,Polyprenols,Bactoprenol monophosphates,none,C17556
Lipids,Prenol Lipids,Polyprenols,Bactoprenol monophosphates,none,C02970
Lipids,Prenol Lipids,Polyprenols,Bactoprenol monophosphates,none,C04403
Lipids,Prenol Lipids,Polyprenols,Bactoprenol monophosphates,none,C16156
Lipids,Prenol Lipids,Polyprenols,Bactoprenol monophosphates,none,C16157
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C01289
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C04507
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C04574
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C04830
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C04851
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C04881
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C05893
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C05894
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C05895
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C05897
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C05898
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C11826
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C11827
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C17541
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C17542
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C17549
Lipids,Prenol Lipids,Polyprenols,Bactoprenol diphosphates,none,C17550
Lipids,Prenol Lipids,Polyprenols,Dolichols,none,C00381
Lipids,Prenol Lipids,Polyprenols,Dolichols,none,C01884
Lipids,Prenol Lipids,Polyprenols,Dolichol monophosphates,none,C00110
Lipids,Prenol Lipids,Polyprenols,Dolichol diphosphates,none,C00621
Lipids,Prenol Lipids,Polyprenols,Dolichol diphosphates,none,C04213
Lipids,Prenol Lipids,Polyprenols,Dolichol diphosphates,none,C04500
Lipids,Prenol Lipids,Polyprenols,Dolichol diphosphates,none,C04537
Lipids,Prenol Lipids,Polyprenols,Dolichol diphosphates,none,C04615
Lipids,Prenol Lipids,Polyprenols,Dolichol diphosphates,none,C05860
Lipids,Prenol Lipids,Polyprenols,Dolichol diphosphates,none,C05861
Lipids,Prenol Lipids,Polyprenols,Dolichol diphosphates,none,C05864
Lipids,Prenol Lipids,Polyprenols,Dolichol diphosphates,none,C05868
Lipids,Prenol Lipids,Hopanoids,none,none,C06309
Lipids,Prenol Lipids,Hopanoids,none,none,C06310
Lipids,Prenol Lipids,Hopanoids,none,none,C08627
Lipids,Prenol Lipids,Other Prenol lipids,none,none,C01048
Lipids,Prenol Lipids,Other Prenol lipids,none,none,C03799
Lipids,Prenol Lipids,Other Prenol lipids,none,none,C05807
Lipids,Prenol Lipids,Other Prenol lipids,none,none,C05808
Lipids,Prenol Lipids,Other Prenol lipids,none,none,C05848
Lipids,Prenol Lipids,Other Prenol lipids,none,none,C06081
Lipids,Saccharolipids,Acylaminosugars,Monoacylaminosugars,none,C03000
Lipids,Saccharolipids,Acylaminosugars,Monoacylaminosugars,none,C04136
Lipids,Saccharolipids,Acylaminosugars,Monoacylaminosugars,none,C04738
Lipids,Saccharolipids,Acylaminosugars,Monoacylaminosugars,none,C06022
Lipids,Saccharolipids,Acylaminosugars,Diacylaminosugars,none,C04652
Lipids,Saccharolipids,Acylaminosugars,Diacylaminosugars,none,C04824
Lipids,Saccharolipids,Acylaminosugars,Triacylaminosugars,none,C13907
Lipids,Saccharolipids,Acylaminosugars,Tetraacylaminosugars,none,C04919
Lipids,Saccharolipids,Acylaminosugars,Tetraacylaminosugars,none,C04932
Lipids,Saccharolipids,Acylaminosugars,Hexaacylaminosugars,none,C13908
Lipids,Saccharolipids,Acylaminosugars,Heptaacylaminosugars,none,C13909
Lipids,Saccharolipids,Acylaminosugar glycans,none,none,C06024
Lipids,Saccharolipids,Acylaminosugar glycans,none,none,C06025
Lipids,Saccharolipids,Acylaminosugar glycans,none,none,C06026
Lipids,Saccharolipids,Acylaminosugar glycans,none,none,C06251
Lipids,Saccharolipids,Acyltrehaloses,none,none,C04218
Lipids,Saccharolipids,Acyltrehaloses,none,none,C04265
Lipids,Saccharolipids,Acyltrehaloses,none,none,C04465
Lipids,Polyketides,Annonaceae acetogenins,none,none,C08545
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C12153
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C12154
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C15694
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C12039
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C03240
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C01375
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C01457
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C01687
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C00744
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C01754
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C01912
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C06653
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C06616
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C06633
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C06634
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C08031
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C01946
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C03796
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C12753
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C06912
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C09981
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C10606
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11984
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11968
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11976
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11960
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11983
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11967
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11975
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11959
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11985
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11986
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11987
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11988
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11990
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11989
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11991
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11992
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11993
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11994
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11996
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11995
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C11999
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C12045
Lipids,Polyketides,Macrolides and lactone polyketides,none,none,C06838
Lipids,Polyketides,Ansamycins and related polyketides,none,none,C12796
Lipids,Polyketides,Ansamycins and related polyketides,none,none,C12891
Lipids,Polyketides,Ansamycins and related polyketides,none,none,C01848
Lipids,Polyketides,Ansamycins and related polyketides,none,none,C01849
Lipids,Polyketides,Ansamycins and related polyketides,none,none,C14540
Lipids,Polyketides,Ansamycins and related polyketides,none,none,C12247
Lipids,Polyketides,Ansamycins and related polyketides,none,none,C14723
Lipids,Polyketides,Ansamycins and related polyketides,none,none,C12044
Lipids,Polyketides,Ansamycins and related polyketides,none,none,C12176
Lipids,Polyketides,Ansamycins and related polyketides,none,none,C12246
Lipids,Polyketides,Plyenes,none,none,C06572
Lipids,Polyketides,Plyenes,none,none,C12155
Lipids,Polyketides,Plyenes,none,none,C12156
Lipids,Polyketides,Plyenes,none,none,C06573
Lipids,Polyketides,Plyenes,none,none,C07909
Lipids,Polyketides,Linear tetracyclines,none,none,C06973
Lipids,Polyketides,Linear tetracyclines,none,none,C07225
Lipids,Polyketides,Linear tetracyclines,none,none,C06571
Lipids,Polyketides,Linear tetracyclines,none,none,C06624
Lipids,Polyketides,Linear tetracyclines,none,none,C06626
Lipids,Polyketides,Linear tetracyclines,none,none,C06627
Lipids,Polyketides,Linear tetracyclines,none,none,C06654
Lipids,Polyketides,Linear tetracyclines,none,none,C02811
Lipids,Polyketides,Linear tetracyclines,none,none,C03206
Lipids,Polyketides,Linear tetracyclines,none,none,C12011
Lipids,Polyketides,Linear tetracyclines,none,none,C06570
Lipids,Polyketides,Angucyclines,none,none,C12402
Lipids,Polyketides,Polyether antibiotics,none,none,C06693
Lipids,Polyketides,Aflatoxins and related substances,none,none,C00961
Lipids,Polyketides,Aflatoxins and related substances,none,none,C03683
Lipids,Polyketides,Aflatoxins and related substances,none,none,C03686
Lipids,Polyketides,Aflatoxins and related substances,none,none,C03944
Lipids,Polyketides,Aflatoxins and related substances,none,none,C06800
Lipids,Polyketides,Aflatoxins and related substances,none,none,C11278
Lipids,Polyketides,Aflatoxins and related substances,none,none,C16753
Lipids,Polyketides,Aflatoxins and related substances,none,none,C16755
Lipids,Polyketides,Aflatoxins and related substances,none,none,C16754
Lipids,Polyketides,Aflatoxins and related substances,none,none,C16756
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C05908
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C05905
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C05904
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C08716
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C08727
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C08726
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C08725
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C12642
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C16297
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C12137
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C12640
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C12644
Lipids,Polyketides,Flavonoids,Anthocyanidins,none,C12645
