KO_Class,KO_Subclass1,KO_Subclass2,KO_Number,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00925,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00625,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K13788,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K15024,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K04020,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00873,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K12406,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K11262,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01946,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01962,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K02160,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01961,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01963,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K11263,,6.4.1.3,6.3.4.14],,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K18472,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01512,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00128,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K14085,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00149,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00138,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01067,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K18118,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01026,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01905,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00158,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00101,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00016,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00156,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00467,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K03778,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K03777,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00102,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K21618,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K17741,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K07248,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K19266,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01759,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01069,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K05523,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K18881,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00049,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K12972,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00027,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00028,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00029,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01571,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01572,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01573,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01003,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01958,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01959,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01960,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00025,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00026,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00024,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00051,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00116,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01676,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01677,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01678,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01679,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00244,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00245,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00246,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00247,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01595,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01596,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K20370,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01610,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01006,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01007,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01638,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00626,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01649,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01655,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K02594,,,,,,,,
Metabolism,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K10977,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01637,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01638,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00025,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00026,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00024,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01647,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01681,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01682,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K08692,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14067,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00626,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00023,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K17865,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14446,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K05606,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14447,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14448,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14449,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K08691,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14451,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01965,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01966,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11263,,6.4.1.3,6.3.4.14],,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K18472,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19312,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01964,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15036,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15037,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01847,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01849,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01848,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11942,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19268,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01846,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K04835,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19280,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19281,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19282,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11517,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00104,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11472,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11473,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K03781,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00049,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K18121,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K19269,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01091,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01601,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01602,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00830,,2.6.1.45,2.6.1.51],,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14272,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00284,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01915,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00600,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00281,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00282,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00283,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00605,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00382,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K02437,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01608,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01816,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00042,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00865,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K11529,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15918,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00015,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00018,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15893,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15919,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00050,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K12972,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K07248,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00048,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K03779,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K03780,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K07246,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01625,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K18123,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01569,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00122,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00125,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00126,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00123,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00124,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00127,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01432,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K14263,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K07130,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01433,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01450,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01455,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K03418,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01458,,,,,,,,
Metabolism,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01577,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01895,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01908,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01026,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01905,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00925,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00932,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K19697,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00625,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K13788,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K15024,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K13923,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00166,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00167,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K11381,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K09699,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00382,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00169,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00170,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00172,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00171,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00656,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00249,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K19745,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K20143,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K20626,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K20627,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01692,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01825,,enoyl-CoA,isomerase,[EC:1.1.1.35,4.2.1.17,5.1.2.3,5.3.3.8],
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01782,,4.2.1.17,5.1.2.3],,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K07515,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K07514,,1.1.1.35,5.3.3.8],,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K07511,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K05605,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K11262,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01946,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01962,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K02160,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01961,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01963,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K11263,,6.4.1.3,6.3.4.14],,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K18472,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K19312,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01964,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K15036,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K15037,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01578,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K03416,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K17489,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K17490,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K14468,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00823,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K07250,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K13524,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00822,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01965,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01966,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K18426,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K11264,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K05606,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01847,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01849,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01848,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K11942,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01899,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01900,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01903,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01902,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K00140,,1.2.1.27],,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01659,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01720,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K20455,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K09788,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01682,,,,,,,,
Metabolism,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K03417,,,,,,,,
