KO_Class,KO_Subclass1,KO_Subclass2,KO_Number,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K12804,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K04398,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K02373,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K04741,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K12806,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K20863,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K20864,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K08598,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K20865,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K02406,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K12807,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K12805,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K06068,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K20897,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K20898,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K12966,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K20914,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K20915,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K20916,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K04513,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K20899,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K04394,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K04395,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K12808,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K20917,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K05130,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K05131,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K11217,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K11219,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K11220,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K11221,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K04693,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K10160,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K05842,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K04729,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K04733,,,,,,,,
Organismal Systems,Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K12654,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12646,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12647,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12648,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12649,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K03174,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12650,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12651,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12652,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K07210,,gamma,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K05410,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K07211,,[EC:2.7.11.10],,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K05411,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K09447,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K05414,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K05415,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K05440,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K05442,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K05441,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K03171,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K02373,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K02861,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K04398,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K04400,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K04467,,alpha,[EC:2.7.11.10],,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K07209,,[EC:2.7.11.10],,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K02581,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K04734,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K02580,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K04735,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K03173,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K04427,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K03175,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K04416,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K04440,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K04441,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K10030,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K03156,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K05406,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K05425,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12671,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K10652,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K08601,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12170,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12159,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K08339,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K08336,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12653,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12654,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12655,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K12656,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K11594,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K09578,,,,,,,,
Organismal Systems,Immune system,04622 RIG-I-like receptor signaling pathway [PATH:ko04622],K00863,,4.6.1.15],,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03018,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03021,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03023,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03026,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K14721,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03027,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03019,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03020,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03022,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03024,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03025,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03013,,RPABC1,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03014,,RPABC2,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03016,,RPABC3,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03009,,RPABC4,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K03007,,RPABC5,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12646,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12648,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K02580,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K04735,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K05405,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K17834,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12654,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K05410,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K07211,,[EC:2.7.11.10],,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K05411,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K09447,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K05414,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K05415,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12965,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K02861,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K08847,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K07210,,gamma,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K04467,,alpha,[EC:2.7.11.10],,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K07209,,[EC:2.7.11.10],,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K02581,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K04734,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12964,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12499,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12671,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12966,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12799,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K01370,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K04519,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K05482,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12967,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K10790,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12968,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12969,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12970,,,,,,,,
Organismal Systems,Immune system,04623 Cytosolic DNA-sensing pathway [PATH:ko04623],K12971,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06751,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07980,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07981,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06541,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06516,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05697,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07293,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06490,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06523,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05718,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06464,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05871,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05730,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04392,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07860,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07861,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04409,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04368,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04369,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04371,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K03156,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05427,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04687,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07982,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06742,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07992,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05856,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06856,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06463,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06741,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06743,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07983,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06453,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07360,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05855,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07361,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07362,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K01116,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05859,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07984,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K00922,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K02649,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05703,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06279,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K17447,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K17448,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K17449,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04364,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K03099,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K02833,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07827,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07828,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K08845,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04365,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04366,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07985,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07986,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07987,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06728,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07988,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06479,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06582,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04348,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K06268,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04446,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K17332,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K02677,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K19662,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K19663,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07989,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07990,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05132,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05133,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05414,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05415,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05130,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K05131,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04721,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04722,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04389,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04390,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K01353,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K07818,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K02187,,,,,,,,
Organismal Systems,Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],K04726,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K04687,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K03156,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06696,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06697,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06698,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K03283,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K09489,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K04079,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06751,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K08054,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K08055,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K08056,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K08057,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K08058,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K05653,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K05654,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06458,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06459,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K10784,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K10785,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K07980,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K07981,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06541,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06516,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K07982,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K08059,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K01369,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K01363,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06752,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06505,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K01365,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K01368,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K06454,,,,,,,,
Organismal Systems,Immune system,04612 Antigen processing and presentation [PATH:ko04612],K08060,,,,,,,,
